"pers_id","cntry","NUTS1","NUTS2","NUTS3","gender","age","educ","inc_dec","migbck","rur","rur_cont","plid","urid","rurid","lr","immi","resbio","res","thermo.in","thermo.out","int.in","open.in","hon.in","self.in","hypo.in","int.out","open.out","hon.out","self.out","hypo.out","eco","rep1","rep2","cult1","cult2","AP_Wag","galtan19","galtan23","family23","reg_unemp","pop_delta","popdens_n3","EQI"
101,"DK","DK0","DK01","DK012","female",53,"Low",5,"No","urban","Very urban",7,7,8,3,8,"The suburbs or outskirts of a big city","A town or small city",69,69,4,5,3,3,2,4,3,3,4,4,4,2,2,4,2,23.9384627743721,5,5.42857,"socialist",5.2,12.7,1665,1.557
102,"DK","DK0","DK02","DK022","male",80,"Low",1,"No","urban","Rather urban",5,8,7,5,7,"A town or small city","A town or small city",76,81,4,3,2,3,3,3,3,3,3,3,3,2,1,3,1,17.8437664185564,5,5.42857,"socialist",4.6,7.5,93.3,1.67
103,"DK","DK0","DK01","DK013","female",43,"High",5,"No","rural","Rather rural",4,5,7,9,3,"A town or small city","A country village",89,50,3,5,4,1,2,3,2,3,5,4,2,2,2,3,4,27.5688229708851,5,5.42857,"socialist",5.2,12.7,344.4,1.557
104,"DK","DK0","DK01","DK012","male",63,"Low",4,"No","urban","Very urban",7,5,5,5,8,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",70,70,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,24.8193472919817,5,5.42857,"socialist",5.2,12.7,1665,1.557
105,"DK","DK0","DK05","DK050","female",27,"Low",NA,"No","urban","Very urban",10,7,4,6,6,"A town or small city","A town or small city",80,45,4,5,4,3,2,4,5,4,2,3,2,1,1,2,1,16.7836229700265,5,5.42857,"socialist",4.7,4.9,76.5,2.104
106,"DK","DK0","DK04","DK041","male",65,"Low",5,"No","rural","Rather rural",9,5,4,4,5,"A country village","A country village",60,50,3,4,4,3,2,3,3,3,4,3,2,4,3,3,4,15.9235674394904,5,5.42857,"socialist",5.4,12.6,61.1,1.941
107,"DK","DK0","DK01","DK013","female",52,"Low",4,"No","rural","Rather rural",8,7,10,9,1,"A town or small city","A town or small city",88,65,4,4,4,2,3,4,5,5,3,3,4,4,2,4,5,16.1372240487638,5,5.42857,"socialist",5.2,12.7,344.4,1.557
108,"DK","DK0","DK01","DK011","male",76,"High",9,"No","urban","Very urban",8,8,8,4,7,"A big city","A big city",71,71,3,2,4,4,3,3,4,3,3,3,3,3,3,2,3,24.7741801075232,5,5.42857,"socialist",5.2,12.7,4578,1.557
109,"DK","DK0","DK04","DK041","female",50,"Low",9,"No","urban","Rather urban",8,7,7,3,2,"A town or small city","A country village",53,71,4,4,4,4,4,4,4,4,4,4,2,3,3,2,1,19.4422220952236,5,5.42857,"socialist",5.4,12.6,61.1,1.941
110,"DK","DK0","DK01","DK011","female",90,"Low",2,"No","urban","Rather urban",8,8,8,5,5,"A farm or home in the countryside","The suburbs or outskirts of a big city",62,73,3,3,3,4,4,3,4,4,3,2,4,3,2,4,3,6.1196405123177,5,5.42857,"socialist",5.2,12.7,4578,1.557
111,"DK","DK0","DK01","DK012","male",71,"Low",8,"No","urban","Rather urban",8,5,5,5,7,"A big city","The suburbs or outskirts of a big city",50,50,1,4,3,3,3,1,3,3,3,3,4,4,3,3,2,15.3130663160583,5,5.42857,"socialist",5.2,12.7,1665,1.557
112,"DK","DK0","DK03","DK032","female",67,"Low",3,"No","urban","Very urban",10,6,5,3,5,"A town or small city","A town or small city",80,70,3,4,2,3,3,3,4,4,3,3,3,1,1,1,1,27.4874516825405,5,5.42857,"socialist",5.2,7.3,84.4,1.856
113,"DK","DK0","DK04","DK041","male",70,"High",10,"No","urban","Rather urban",6,8,4,4,5,"A farm or home in the countryside","A town or small city",50,50,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,27.4818121673226,5,5.42857,"socialist",5.4,12.6,61.1,1.941
114,"DK","DK0","DK02","DK022","male",53,"Low",NA,"No","urban","Very urban",5,8,5,5,8,"A country village","A big city",54,85,4,4,2,4,4,3,5,5,2,2,1,1,1,4,4,33.392963330618,5,5.42857,"socialist",4.6,7.5,93.3,1.67
115,"DK","DK0","DK01","DK011","female",76,"Low",5,"No","urban","Very urban",8,8,7,5,4,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",60,64,3,4,2,4,3,3,2,4,3,3,3,4,2,2,2,7.6,5,5.42857,"socialist",5.2,12.7,4578,1.557
116,"DK","DK0","DK05","DK050","female",28,"High",9,"No","urban","Very urban",4,6,4,5,9,"A town or small city","The suburbs or outskirts of a big city",67,63,3,3,2,4,4,4,4,4,2,5,4,4,4,4,4,29.6224576968219,5,5.42857,"socialist",4.7,4.9,76.5,2.104
117,"DK","DK0","DK05","DK050","female",69,"Low",2,"Yes","rural","Very rural",10,8,9,5,10,"A farm or home in the countryside","A country village",90,87,5,5,5,3,1,5,5,4,4,3,4,4,4,4,2,27.0916961447599,5,5.42857,"socialist",4.7,4.9,76.5,2.104
118,"DK","DK0","DK01","DK013","female",50,"Low",5,"No","rural","Very rural",4,8,7,5,5,"The suburbs or outskirts of a big city","A country village",72,74,4,3,4,2,3,3,4,3,4,3,3,3,3,3,3,23.2025860627646,5,5.42857,"socialist",5.2,12.7,344.4,1.557
119,"DK","DK0","DK02","DK022","male",69,"Low",7,"No","rural","Very rural",8,9,2,10,2,"A big city","A country village",40,80,3,2,3,2,2,3,4,3,2,2,2,3,1,3,1,34.2328789323948,5,5.42857,"socialist",4.6,7.5,93.3,1.67
120,"DK","DK0","DK03","DK032","male",50,"Low",2,"No","urban","Very urban",9,7,5,3,7,"A country village","A town or small city",70,50,3,4,3,4,3,3,2,3,3,3,3,3,3,3,3,30.347981810987,5,5.42857,"socialist",5.2,7.3,84.4,1.856
121,"DK","DK0","DK04","DK042","female",63,"Low",6,"No","rural","Rather rural",10,1,10,10,5,"A farm or home in the countryside","A farm or home in the countryside",50,50,5,5,5,3,1,4,5,3,4,3,4,4,4,3,3,29.7201951541372,5,5.42857,"socialist",5.4,12.6,156.5,1.941
122,"DK","DK0","DK03","DK031","female",20,"Low",NA,"No","urban","Rather urban",5,6,6,9,2,"A town or small city","A town or small city",51,83,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,22.1108570616338,5,5.42857,"socialist",5.2,7.3,146.2,1.856
123,"DK","DK0","DK03","DK032","female",85,"Low",NA,"No","urban","Very urban",7,8,4,6,5,"A country village","A big city",50,50,3,4,3,4,3,4,4,5,3,3,3,3,2,4,4,8.02745289615579,5,5.42857,"socialist",5.2,7.3,84.4,1.856
124,"DK","DK0","DK04","DK041","female",65,"Low",1,"No","urban","Very urban",10,8,8,6,5,"A country village","A big city",77,83,3,4,3,3,3,3,4,4,4,3,3,2,3,2,3,18.762729012593,5,5.42857,"socialist",5.4,12.6,61.1,1.941
125,"DK","DK0","DK01","DK011","female",63,"High",3,"No","urban","Very urban",2,5,7,7,0,"The suburbs or outskirts of a big city","A big city",55,80,3,2,2,5,4,4,4,4,2,2,2,3,3,2,2,27.0880047253392,5,5.42857,"socialist",5.2,12.7,4578,1.557
126,"DK","DK0","DK02","DK022","male",62,"Low",3,"No","urban","Rather urban",9,9,10,8,7,"The suburbs or outskirts of a big city","A town or small city",90,98,5,3,4,4,4,5,5,4,5,4,5,3,3,3,5,18.0911580613293,5,5.42857,"socialist",4.6,7.5,93.3,1.67
127,"DK","DK0","DK02","DK022","male",72,"Low",NA,"No","urban","Very urban",10,7,5,10,5,"A town or small city","A big city",60,63,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,13.9316187142772,5,5.42857,"socialist",4.6,7.5,93.3,1.67
128,"DK","DK0","DK01","DK012","female",68,"Low",6,"Yes","urban","Very urban",10,5,5,4,5,"A big city","The suburbs or outskirts of a big city",50,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21.5826319062342,5,5.42857,"socialist",5.2,12.7,1665,1.557
129,"DK","DK0","DK05","DK050","female",20,"Low",NA,"No","urban","Rather urban",9,7,5,2,6,"A country village","The suburbs or outskirts of a big city",59,58,4,4,4,4,4,4,3,4,4,4,3,3,3,4,3,27.6665863452649,5,5.42857,"socialist",4.7,4.9,76.5,2.104
130,"DK","DK0","DK04","DK042","female",67,"Low",7,"No","urban","Very urban",10,6,4,3,5,"A country village","A town or small city",40,60,3,3,3,4,4,3,4,3,2,1,3,2,2,4,3,29.9801601063103,5,5.42857,"socialist",5.4,12.6,156.5,1.941
131,"DK","DK0","DK01","DK014","female",41,"High",3,"No","urban","Rather urban",9,6,7,5,3,"A town or small city","A town or small city",40,70,3,4,2,5,4,2,4,4,2,2,3,2,2,2,1,14.0160622144738,5,5.42857,"socialist",5.2,12.7,68.2,1.557
132,"DK","DK0","DK01","DK012","male",76,"High",4,"No","urban","Very urban",6,5,5,4,7,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",50,50,3,3,3,3,3,3,3,3,3,3,4,3,2,3,2,25.377155080899,5,5.42857,"socialist",5.2,12.7,1665,1.557
133,"DK","DK0","DK04","DK041","male",74,"Low",2,"No","urban","Rather urban",10,7,6,5,9,"A farm or home in the countryside","A town or small city",60,69,4,4,4,4,5,4,4,4,5,5,4,4,3,2,3,21.0715447938683,5,5.42857,"socialist",5.4,12.6,61.1,1.941
134,"DK","DK0","DK01","DK012","male",41,"Low",3,"No","urban","Very urban",8,8,4,5,3,"A big city","A big city",67,25,2,4,3,1,4,4,1,4,5,3,4,2,4,2,1,28.5973775021417,5,5.42857,"socialist",5.2,12.7,1665,1.557
135,"DK","DK0","DK03","DK031","female",66,"Low",NA,"No","urban","Very urban",10,9,9,10,8,"A town or small city","A town or small city",50,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11.5827457884562,5,5.42857,"socialist",5.2,7.3,146.2,1.856
136,"DK","DK0","DK04","DK042","male",77,"Low",6,"No","urban","Very urban",9,9,9,4,8,"A town or small city","The suburbs or outskirts of a big city",79,90,3,4,4,5,2,3,2,5,3,2,2,2,1,2,1,26.9831428858834,5,5.42857,"socialist",5.4,12.6,156.5,1.941
137,"DK","DK0","DK03","DK031","male",80,"Low",4,"No","urban","Very urban",10,7,10,5,8,"A country village","A country village",76,90,3,4,3,2,2,3,4,5,4,2,3,3,1,1,1,15.0731549451334,5,5.42857,"socialist",5.2,7.3,146.2,1.856
138,"DK","DK0","DK03","DK032","female",50,"Low",2,"No","urban","Rather urban",10,5,10,10,0,"A town or small city","A town or small city",17,100,3,1,3,5,3,3,5,5,3,3,3,3,3,3,4,19.5726850483014,5,5.42857,"socialist",5.2,7.3,84.4,1.856
139,"DK","DK0","DK03","DK032","female",66,"Low",1,"No","urban","Very urban",10,7,4,5,5,"A town or small city","A big city",51,41,3,4,3,2,2,3,2,4,4,3,3,3,4,4,3,15.2236657871881,5,5.42857,"socialist",5.2,7.3,84.4,1.856
140,"DK","DK0","DK01","DK011","female",39,"High",10,"No","urban","Very urban",10,8,2,3,7,"A big city","A big city",77,25,3,3,3,3,3,2,1,4,3,3,3,4,3,4,2,35.9389760566436,5,5.42857,"socialist",5.2,12.7,4578,1.557
141,"DK","DK0","DK05","DK050","female",60,"Low",NA,"No","rural","Rather rural",1,10,2,5,5,"A country village","A country village",49,49,3,2,3,4,3,3,4,3,3,4,4,4,4,4,3,14.208800090085,5,5.42857,"socialist",4.7,4.9,76.5,2.104
142,"DK","DK0","DK02","DK022","female",26,"High",4,"No","urban","Rather urban",9,3,7,5,4,"A big city","A town or small city",67,33,4,3,3,4,4,2,5,4,4,3,3,4,2,5,4,26.4877330098293,5,5.42857,"socialist",4.6,7.5,93.3,1.67
143,"DK","DK0","DK01","DK012","male",38,"High",NA,"No","urban","Very urban",10,7,4,3,5,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",60,30,3,4,2,4,4,3,2,4,3,4,2,2,2,4,4,28.0037497489176,5,5.42857,"socialist",5.2,12.7,1665,1.557
144,"DK","DK0","DK01","DK013","female",42,"High",NA,"No","urban","Rather urban",10,7,8,6,6,"A town or small city","A town or small city",73,80,4,2,2,4,4,4,4,4,2,2,4,2,4,4,1,13.2774244490413,5,5.42857,"socialist",5.2,12.7,344.4,1.557
145,"DK","DK0","DK04","DK042","male",65,"Low",NA,"No","urban","Rather urban",8,5,8,7,1,"A town or small city","A town or small city",50,70,3,2,3,4,4,3,4,4,3,3,2,1,1,2,1,25.1475644943998,5,5.42857,"socialist",5.4,12.6,156.5,1.941
146,"DK","DK0","DK03","DK031","male",55,"High",10,"No","urban","Very urban",3,7,3,6,2,"A town or small city","The suburbs or outskirts of a big city",75,75,3,3,4,3,3,3,3,4,3,3,4,4,3,3,2,20.1069639677401,5,5.42857,"socialist",5.2,7.3,146.2,1.856
147,"DK","DK0","DK02","DK022","male",76,"Low",7,"No","urban","Rather urban",9,6,7,7,7,"A farm or home in the countryside","A town or small city",50,70,3,2,3,4,3,4,4,4,3,3,2,2,2,1,1,12.5654287630785,5,5.42857,"socialist",4.6,7.5,93.3,1.67
148,"DK","DK0","DK02","DK021","male",38,"High",3,"No","rural","Very rural",6,7,8,5,0,"A big city","A town or small city",81,72,5,4,5,2,2,4,4,4,3,3,3,3,3,3,3,22.8177562437677,5,5.42857,"socialist",4.6,7.5,318.1,1.67
149,"DK","DK0","DK04","DK042","female",58,"High",9,"No","urban","Rather urban",9,8,3,3,5,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",50,50,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,26.6863260865935,5,5.42857,"socialist",5.4,12.6,156.5,1.941
150,"DK","DK0","DK02","DK021","male",40,"Low",10,"No","rural","Rather rural",9,8,6,9,7,"The suburbs or outskirts of a big city","A town or small city",50,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.34536240470737,5,5.42857,"socialist",4.6,7.5,318.1,1.67
151,"DK","DK0","DK01","DK013","male",44,"High",8,"No","rural","Rather rural",8,7,7,2,6,"A town or small city","A town or small city",75,70,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,20.7932681413961,5,5.42857,"socialist",5.2,12.7,344.4,1.557
152,"DK","DK0","DK02","DK021","female",47,"Low",6,"No","urban","Very urban",10,8,6,7,2,"A big city","A town or small city",55,50,4,4,3,3,4,3,4,4,3,3,3,3,3,4,4,24.5928851499778,5,5.42857,"socialist",4.6,7.5,318.1,1.67
153,"DK","DK0","DK03","DK031","male",24,"High",NA,"Yes","urban","Rather urban",7,7,9,9,7,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",29,80,4,4,3,4,4,4,4,4,1,1,2,3,4,4,4,22.8901725637882,5,5.42857,"socialist",5.2,7.3,146.2,1.856
154,"DK","DK0","DK01","DK011","female",46,"High",10,"No","urban","Very urban",9,9,6,2,9,"A country village","A big city",95,70,4,4,4,2,2,4,4,4,2,2,2,2,2,2,2,33.3580574974023,5,5.42857,"socialist",5.2,12.7,4578,1.557
155,"DK","DK0","DK01","DK012","male",41,"High",5,"Yes","urban","Rather urban",9,9,9,8,8,"A big city","A big city",67,76,4,3,4,4,5,4,4,4,4,4,4,4,3,3,3,5.6471231613982,5,5.42857,"socialist",5.2,12.7,1665,1.557
156,"DK","DK0","DK04","DK042","male",78,"High",8,"No","rural","Rather rural",9,5,6,3,6,"The suburbs or outskirts of a big city","A town or small city",90,83,4,3,4,2,2,3,3,3,4,3,3,3,4,4,3,29.230292506234,5,5.42857,"socialist",5.4,12.6,156.5,1.941
157,"DK","DK0","DK04","DK042","male",67,"High",NA,"No","urban","Very urban",10,8,8,5,8,"A farm or home in the countryside","A big city",57,43,3,1,4,3,3,3,2,4,4,3,2,3,3,2,1,15.4793410712472,5,5.42857,"socialist",5.4,12.6,156.5,1.941
158,"DK","DK0","DK04","DK042","male",23,"Low",3,"No","rural","Rather rural",10,6,6,4,9,"A town or small city","A town or small city",79,72,5,5,5,1,4,5,5,5,4,4,3,3,4,4,4,30.0126639937211,5,5.42857,"socialist",5.4,12.6,156.5,1.941
159,"DK","DK0","DK01","DK013","male",78,"High",7,"No","urban","Very urban",9,8,4,3,7,"A town or small city","The suburbs or outskirts of a big city",77,38,4,4,3,4,1,4,2,3,5,5,5,5,4,5,5,29.1952050857671,5,5.42857,"socialist",5.2,12.7,344.4,1.557
160,"DK","DK0","DK01","DK013","female",82,"High",NA,"No","urban","Very urban",8,9,3,5,7,"A big city","The suburbs or outskirts of a big city",51,51,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,26.9118932815958,5,5.42857,"socialist",5.2,12.7,344.4,1.557
161,"DK","DK0","DK03","DK032","female",53,"Low",NA,"Yes","urban","Rather urban",10,5,2,10,5,"A town or small city","A town or small city",100,90,3,5,5,3,3,3,5,5,3,3,3,3,3,1,3,14.1774468787578,5,5.42857,"socialist",5.2,7.3,84.4,1.856
162,"DK","DK0","DK04","DK042","male",68,"Low",10,"No","rural","Rather rural",5,10,9,6,6,"A big city","A country village",100,100,5,5,5,3,2,4,4,5,3,2,5,5,5,4,2,28.0919917414198,5,5.42857,"socialist",5.4,12.6,156.5,1.941
163,"DK","DK0","DK01","DK012","male",45,"High",9,"No","urban","Very urban",7,6,6,6,5,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",50,50,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,18.1231895647538,1.35714280605316,2,"liberal",5.2,12.7,1665,1.557
164,"DK","DK0","DK01","DK011","male",31,"High",NA,"No","urban","Very urban",10,8,4,5,8,"The suburbs or outskirts of a big city","A big city",50,50,4,4,4,3,2,4,3,4,3,3,4,5,4,3,2,34.9279257901181,1.35714280605316,2,"liberal",5.2,12.7,4578,1.557
165,"DK","DK0","DK01","DK011","female",26,"Low",NA,"No","urban","Very urban",5,4,7,7,10,"The suburbs or outskirts of a big city","A big city",50,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36.0860083688956,1.35714280605316,2,"liberal",5.2,12.7,4578,1.557
166,"DK","DK0","DK01","DK012","male",43,"High",NA,"No","urban","Rather urban",8,8,4,3,10,"A country village","The suburbs or outskirts of a big city",80,71,3,4,3,4,3,2,2,3,4,4,4,4,4,4,2,27.3395318174983,1.35714280605316,2,"liberal",5.2,12.7,1665,1.557
167,"DK","DK0","DK04","DK042","female",23,"Low",1,"Yes","rural","Rather rural",9,10,7,5,10,"A big city","The suburbs or outskirts of a big city",60,85,3,2,3,4,4,5,5,3,4,2,3,2,4,1,2,33.2054212441282,1.35714280605316,2,"liberal",5.4,12.6,156.5,1.941
168,"DK","DK0","DK01","DK012","male",74,"High",9,"No","urban","Very urban",9,8,6,4,8,"A town or small city","The suburbs or outskirts of a big city",50,50,3,3,3,3,3,3,3,3,3,3,5,4,3,4,3,28.3388426016307,1.35714280605316,2,"liberal",5.2,12.7,1665,1.557
169,"DK","DK0","DK03","DK031","female",24,"Low",3,"No","urban","Very urban",6,8,6,3,6,"A town or small city","A big city",70,71,3,4,3,2,2,3,4,4,3,2,2,2,2,3,2,23.6059314580044,1.35714280605316,2,"liberal",5.2,7.3,146.2,1.856
170,"DK","DK0","DK02","DK022","female",52,"Low",9,"No","rural","Rather rural",10,8,8,5,5,"A big city","A country village",96,97,5,5,5,5,5,5,5,5,5,5,3,4,3,3,3,8.5375640553966,1.35714280605316,2,"liberal",4.6,7.5,93.3,1.67
171,"DK","DK0","DK01","DK011","male",49,"High",6,"No","urban","Very urban",6,6,6,5,5,"A farm or home in the countryside","A big city",50,50,3,3,3,1,1,3,3,3,1,1,3,3,2,2,2,29.7045451067678,1.35714280605316,2,"liberal",5.2,12.7,4578,1.557
172,"DK","DK0","DK01","DK011","male",29,"High",4,"No","urban","Very urban",5,7,7,6,5,"A town or small city","A big city",55,66,3,4,3,4,4,3,3,4,4,4,3,4,4,4,2,19.8244798166307,1.35714280605316,2,"liberal",5.2,12.7,4578,1.557
173,"DK","DK0","DK01","DK012","male",18,"Low",4,"No","urban","Very urban",10,8,4,4,4,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",60,50,3,5,3,4,4,3,2,4,4,4,3,2,1,3,2,26.276224995231,1.35714280605316,2,"liberal",5.2,12.7,1665,1.557
174,"DK","DK0","DK01","DK011","female",49,"High",4,"No","urban","Very urban",9,10,4,5,5,"The suburbs or outskirts of a big city","A big city",74,26,4,4,3,2,2,3,2,2,4,3,3,3,3,3,3,33.4658034417224,1.35714280605316,2,"liberal",5.2,12.7,4578,1.557
175,"DK","DK0","DK04","DK042","female",25,"Low",1,"No","urban","Rather urban",4,5,7,5,7,"A country village","The suburbs or outskirts of a big city",75,75,4,3,3,3,2,4,4,4,2,1,3,2,1,2,1,10.6719257868484,1.35714280605316,2,"liberal",5.4,12.6,156.5,1.941
176,"DK","DK0","DK01","DK012","male",66,"High",10,"No","urban","Very urban",9,6,6,5,8,"A town or small city","The suburbs or outskirts of a big city",51,50,3,4,3,4,3,3,2,4,3,4,3,2,2,4,3,24.7030362506312,1.35714280605316,2,"liberal",5.2,12.7,1665,1.557
177,"DK","DK0","DK01","DK013","female",19,"Low",1,"Yes","rural","Very rural",6,9,8,9,8,"A big city","The suburbs or outskirts of a big city",85,71,2,2,4,2,3,2,4,2,3,1,2,1,4,2,4,12.6574088975588,1.35714280605316,2,"liberal",5.2,12.7,344.4,1.557
178,"DK","DK0","DK01","DK013","female",64,"Low",8,"No","rural","Rather rural",8,5,6,7,3,"The suburbs or outskirts of a big city","A town or small city",50,50,2,4,4,2,4,4,2,2,4,3,4,4,4,4,3,25.4890172427263,1.35714280605316,2,"liberal",5.2,12.7,344.4,1.557
179,"DK","DK0","DK04","DK042","female",23,"Low",NA,"Yes","urban","Very urban",9,7,7,5,4,"A town or small city","A town or small city",57,47,4,2,4,3,3,4,4,3,3,3,3,3,3,2,2,13.6634549071602,1.35714280605316,2,"liberal",5.4,12.6,156.5,1.941
180,"DK","DK0","DK01","DK011","male",51,"High",2,"No","urban","Very urban",2,5,5,5,5,"A town or small city","A big city",60,60,4,4,3,4,3,3,3,3,4,3,5,3,3,4,4,1.77763888346312,1.35714280605316,2,"liberal",5.2,12.7,4578,1.557
181,"DK","DK0","DK01","DK013","male",47,"High",10,"No","rural","Very rural",7,8,5,6,5,"A town or small city","A town or small city",46,55,3,2,4,1,1,3,2,4,2,2,1,1,2,4,2,20.5594260620281,1.35714280605316,2,"liberal",5.2,12.7,344.4,1.557
182,"DK","DK0","DK03","DK032","female",52,"Low",5,"No","urban","Very urban",10,7,8,5,5,"A country village","A town or small city",50,60,3,4,2,4,3,4,5,5,2,2,2,1,1,3,1,27.2890087764287,6.07142877578735,6.85714,"cons",5.2,7.3,84.4,1.856
183,"DK","DK0","DK01","DK013","male",41,"Low",7,"No","rural","Very rural",3,5,6,6,5,"A country village","A country village",55,45,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,10.2200782775867,6.07142877578735,6.85714,"cons",5.2,12.7,344.4,1.557
184,"DK","DK0","DK01","DK011","male",79,"Low",6,"No","urban","Very urban",10,5,5,8,5,"A big city","A big city",71,79,3,3,4,3,2,3,4,3,4,2,4,4,3,4,3,22.7473075329807,6.07142877578735,6.85714,"cons",5.2,12.7,4578,1.557
185,"DK","DK0","DK01","DK011","male",57,"High",6,"No","urban","Very urban",7,8,3,6,7,"A town or small city","A big city",60,50,3,4,4,3,1,3,2,4,3,4,5,5,5,5,4,20.7665596572952,6.07142877578735,6.85714,"cons",5.2,12.7,4578,1.557
186,"DK","DK0","DK02","DK022","male",18,"High",NA,"No","urban","Rather urban",8,7,4,7,5,"A town or small city","A town or small city",52,57,3,2,2,3,4,3,3,4,2,3,3,2,4,2,1,11.536463929645,6.07142877578735,6.85714,"cons",4.6,7.5,93.3,1.67
187,"DK","DK0","DK01","DK013","female",53,"Low",5,"No","rural","Very rural",10,6,9,7,5,"A town or small city","A farm or home in the countryside",75,54,5,4,5,2,1,4,5,4,4,3,2,3,4,4,4,35.1660347494568,6.07142877578735,6.85714,"cons",5.2,12.7,344.4,1.557
188,"DK","DK0","DK03","DK031","male",73,"High",7,"No","urban","Very urban",10,8,8,7,6,"A town or small city","The suburbs or outskirts of a big city",50,50,3,3,3,3,3,3,3,3,3,3,1,3,3,4,2,29.8410790689613,6.07142877578735,6.85714,"cons",5.2,7.3,146.2,1.856
189,"DK","DK0","DK04","DK041","female",34,"Low",3,"No","urban","Very urban",9,7,6,6,3,"A country village","A big city",56,55,3,4,3,3,3,3,4,4,2,2,3,2,2,2,1,19.6733322037727,6.07142877578735,6.85714,"cons",5.4,12.6,61.1,1.941
190,"DK","DK0","DK01","DK013","female",71,"Low",NA,"No","urban","Very urban",8,7,3,7,5,"A big city","A town or small city",70,71,3,4,3,5,2,3,4,3,2,3,4,2,2,3,3,28.453470790046,6.07142877578735,6.85714,"cons",5.2,12.7,344.4,1.557
191,"DK","DK0","DK03","DK032","male",70,"Low",4,"No","rural","Very rural",10,2,9,10,1,"A farm or home in the countryside","A farm or home in the countryside",75,50,3,4,4,3,1,3,3,3,3,3,3,4,5,5,4,31.5691304916686,6.07142877578735,6.85714,"cons",5.2,7.3,84.4,1.856
192,"DK","DK0","DK01","DK011","male",47,"High",4,"No","urban","Very urban",10,8,1,7,1,"A town or small city","A big city",85,93,4,4,4,1,1,4,4,4,1,1,5,5,5,3,5,18.1725067065609,6.07142877578735,6.85714,"cons",5.2,12.7,4578,1.557
