ResponseId,b1_pid3,b1_pid3_t,b1_pid7,benefits_wrong_deny,benefits_wrong_receive,benefits_wrong_apply,assign_abstract_fraud_orde,abstract_wrong_count,abstract_wrong_not_count,abstract_wrong_not_vote,abstract_frequency_count,abstract_frequency_not_cou,abstract_frequency_not_vot,assign_vignette,assign_vignette_support,assign_vignette_wording,wording_wrong_serious,vignette_uncounted,vignette_forgone,vignette_fraudulent,elections_mistake,fraud_democrat_loses,fraud_republican_loses,ballot_security,vote_secrecy,assign_vote_accuracy_order,mail_in_vote_accuracy,in_person_vote_accuracy,weight,Party,vignette_error,vignette_support,vignette_wording,vignette_dv,worse_mistake,vignette_interaction,own_party,error_hurt
122,1,__NA__,1,7,5,7,2,7,7,7,2,2,0,1,3,2,2,6,,,2,4,1,2,2,2,1,1,0.235199999285511,Democrat,Uncounted,None,serious,0.833333333333333,Fraudulent,Uncounted-None,0,0
123,2,__NA__,7,7,7,7,1,7,7,7,10,25,10,1,2,1,1,7,,,1,3,1,4,9,1,4,3,0.488261245725422,Republican,Uncounted,Trump,wrong,1,Uncounted,Uncounted-Trump,1,1
124,3,__NA__,5,7,7,7,1,7,7,7,25,50,0,2,3,1,1,,7,,2,4,1,5,4,2,4,4,0.382984858690565,Republican,Forgone,None,wrong,1,Fraudulent,Forgone-None,0,0
125,1,__NA__,2,7,3,7,1,5,7,7,0,0,2,2,3,2,2,,6,,1,3,4,2,2,1,2,1,0.580175567722809,Democrat,Forgone,None,serious,0.833333333333333,Uncounted,Forgone-None,0,0
126,3,__NA__,5,6,7,4,1,7,6,6,1,1,0,2,3,2,2,,6,,2,4,2,3,2,1,2,2,0.669448375534278,Republican,Forgone,None,serious,0.833333333333333,Fraudulent,Forgone-None,0,0
127,2,__NA__,7,6,6,7,2,6,6,6,10,10,5,2,2,1,1,,6,,1,3,1,6,4,1,2,2,1.11316531638531,Republican,Forgone,Trump,wrong,0.833333333333333,Uncounted,Forgone-Trump,1,1
128,1,__NA__,2,6,3,6,1,6,7,6,2,2,4,2,1,2,2,,6,,1,2,3,3,4,1,1,1,0.938755533683078,Democrat,Forgone,Biden,serious,0.833333333333333,Uncounted,Forgone-Biden,1,1
129,1,__NA__,1,7,7,7,1,6,7,7,5,5,8,1,3,2,2,6,,,1,1,4,3,3,1,1,1,0.297615550378465,Democrat,Uncounted,None,serious,0.833333333333333,Uncounted,Uncounted-None,0,0
130,1,__NA__,1,5,5,5,2,5,5,6,5,0,20,2,3,1,1,,5,,1,4,4,1,2,1,1,1,0.349475827330347,Democrat,Forgone,None,wrong,0.666666666666667,Uncounted,Forgone-None,0,0
131,1,__NA__,2,6,4,3,2,2,1,1,30,10,40,1,1,1,1,3,,,1,1,2,2,4,1,1,2,0.488139579931826,Democrat,Uncounted,Biden,wrong,0.333333333333333,Uncounted,Uncounted-Biden,1,1
132,2,__NA__,7,7,7,7,2,5,4,5,100,100,100,1,2,1,1,7,,,2,4,1,1,9,1,4,3,0.984369090502259,Republican,Uncounted,Trump,wrong,1,Fraudulent,Uncounted-Trump,1,1
133,1,__NA__,1,6,7,6,1,6,6,7,0,0,0,2,3,2,2,,7,,2,2,4,3,9,2,2,1,0.636361709394576,Democrat,Forgone,None,serious,1,Fraudulent,Forgone-None,0,0
134,2,__NA__,7,7,7,7,1,7,7,7,10,10,2,2,2,1,1,,7,,2,3,3,3,4,2,3,2,1.04760075327097,Republican,Forgone,Trump,wrong,1,Fraudulent,Forgone-Trump,1,1
135,2,__NA__,7,1,7,2,2,7,7,7,80,80,20,3,3,2,2,,,7,2,4,1,4,9,1,4,2,1.06064654414415,Republican,Fraudulent,None,serious,1,Fraudulent,Fraudulent-None,0,1
136,1,__NA__,1,7,6,7,2,6,7,6,0,0,1,2,2,1,1,,6,,2,4,4,2,3,1,1,1,2.60901648468989,Democrat,Forgone,Trump,wrong,0.833333333333333,Fraudulent,Forgone-Trump,0,0
137,1,__NA__,2,4,4,4,1,5,4,6,6,10,9,2,2,1,1,,4,,2,2,2,3,3,2,3,3,2.653995335729,Democrat,Forgone,Trump,wrong,0.5,Fraudulent,Forgone-Trump,0,0
138,1,__NA__,1,6,6,5,1,5,5,5,9,91,4,3,2,1,1,,,7,2,2,4,3,3,2,2,2,0.457017572635188,Democrat,Fraudulent,Trump,wrong,1,Fraudulent,Fraudulent-Trump,0,1
139,2,__NA__,7,4,7,5,2,7,7,7,10,20,10,1,1,2,2,7,,,2,4,3,3,4,1,2,1,0.519625061118068,Republican,Uncounted,Biden,serious,1,Fraudulent,Uncounted-Biden,0,0
140,3,__NA__,3,7,7,7,2,5,7,7,1,2,30,3,1,1,1,,,5,1,4,4,1,2,2,1,1,0.618958193629595,Democrat,Fraudulent,Biden,wrong,0.666666666666667,Uncounted,Fraudulent-Biden,1,0
141,1,__NA__,1,2,1,1,1,7,7,6,0,0,0,1,3,1,1,6,,,2,2,4,1,1,1,1,1,2.36909727387227,Democrat,Uncounted,None,wrong,0.833333333333333,Fraudulent,Uncounted-None,0,0
142,2,__NA__,7,6,7,6,1,7,7,7,2,1,0,1,2,2,2,7,,,1,4,2,4,2,2,4,3,0.441048737658145,Republican,Uncounted,Trump,serious,1,Uncounted,Uncounted-Trump,1,1
143,2,__NA__,6,7,7,7,1,7,7,7,10,5,5,1,1,1,1,5,,,2,2,3,2,3,1,2,2,0.636841896413972,Republican,Uncounted,Biden,wrong,0.666666666666667,Fraudulent,Uncounted-Biden,0,0
144,2,__NA__,7,7,7,6,1,7,7,7,50,50,50,3,2,2,2,,,2,2,5,1,3,9,1,4,2,4.4987501510551,Republican,Fraudulent,Trump,serious,0.166666666666667,Fraudulent,Fraudulent-Trump,1,0
145,2,__NA__,6,7,6,5,1,7,6,7,10,5,0,1,2,1,1,7,,,1,5,2,6,3,2,9,2,6.43622365857457,Republican,Uncounted,Trump,wrong,1,Uncounted,Uncounted-Trump,1,1
146,1,__NA__,1,7,7,7,1,5,7,7,0,0,3,2,1,1,1,,7,,1,4,4,1,1,1,1,1,0.469257933457,Democrat,Forgone,Biden,wrong,1,Uncounted,Forgone-Biden,1,1
147,2,__NA__,7,5,5,5,2,5,5,5,5,10,0,2,1,1,1,,5,,2,4,1,4,5,2,4,4,0.496116164174835,Republican,Forgone,Biden,wrong,0.666666666666667,Fraudulent,Forgone-Biden,0,0
148,2,__NA__,7,5,7,5,1,7,6,7,25,10,16,1,2,1,1,7,,,2,4,1,2,9,2,9,9,0.645357919808695,Republican,Uncounted,Trump,wrong,1,Fraudulent,Uncounted-Trump,1,1
149,1,__NA__,1,7,7,7,2,4,6,7,0,0,1,2,3,1,1,,7,,1,4,4,1,2,2,1,1,0.235199999285511,Democrat,Forgone,None,wrong,1,Uncounted,Forgone-None,0,0
150,1,__NA__,1,7,1,7,1,1,7,7,1,5,5,1,3,1,1,7,,,1,4,4,1,1,1,1,1,0.272070093611722,Democrat,Uncounted,None,wrong,1,Uncounted,Uncounted-None,0,0
151,1,__NA__,1,7,7,7,2,7,7,7,5,5,10,3,1,2,2,,,7,1,2,5,1,9,1,1,1,0.234549882076947,Democrat,Fraudulent,Biden,serious,1,Uncounted,Fraudulent-Biden,1,0
152,3,__NA__,5,4,4,3,2,4,4,4,5,5,5,2,1,1,1,,4,,2,2,2,4,4,2,3,2,4.58433965967727,Republican,Forgone,Biden,wrong,0.5,Fraudulent,Forgone-Biden,0,0
153,2,__NA__,7,7,7,7,2,7,7,7,50,50,50,1,3,2,2,7,,,2,5,5,6,9,2,3,3,1.18873462807078,Republican,Uncounted,None,serious,1,Fraudulent,Uncounted-None,0,0
154,2,__NA__,7,6,7,6,1,6,6,6,40,40,3,2,2,1,1,,5,,2,3,2,4,4,2,4,2,0.488261245725422,Republican,Forgone,Trump,wrong,0.666666666666667,Fraudulent,Forgone-Trump,1,1
155,3,__NA__,5,5,5,5,1,5,5,5,1,0,0,2,3,2,2,,2,,1,4,2,6,3,2,2,1,0.356504897667721,Republican,Forgone,None,serious,0.166666666666667,Uncounted,Forgone-None,0,0
156,3,__NA__,5,5,7,7,2,6,2,7,0,1,0,3,2,2,2,,,5,1,4,4,3,4,2,2,1,0.523519493639196,Republican,Fraudulent,Trump,serious,0.666666666666667,Uncounted,Fraudulent-Trump,1,0
157,2,__NA__,7,5,1,2,1,7,7,7,29,80,99,2,2,1,1,,4,,2,4,1,4,3,2,2,2,0.789069815345609,Republican,Forgone,Trump,wrong,0.5,Fraudulent,Forgone-Trump,1,1
158,3,__NA__,3,7,7,7,2,6,7,7,2,1,0,2,2,1,1,,1,,1,1,4,2,3,2,1,1,0.322594063322631,Democrat,Forgone,Trump,wrong,0,Uncounted,Forgone-Trump,0,0
159,2,__NA__,7,6,7,6,2,6,6,6,5,10,0,3,1,1,1,,,7,2,2,2,3,4,1,4,2,1.05651807341922,Republican,Fraudulent,Biden,wrong,1,Fraudulent,Fraudulent-Biden,0,1
160,4,Progressive,3,7,3,7,1,6,7,7,0,2,5,1,2,1,1,7,,,1,3,3,3,2,2,2,1,0.0400118570774719,Democrat,Uncounted,Trump,wrong,1,Uncounted,Uncounted-Trump,0,0
161,2,__NA__,7,6,7,6,2,7,7,7,50,80,0,2,2,1,1,,7,,2,4,1,5,5,1,4,4,0.806864226423167,Republican,Forgone,Trump,wrong,1,Fraudulent,Forgone-Trump,1,1
162,1,__NA__,1,7,7,7,1,7,7,7,1,0,0,2,3,2,2,,7,,1,1,4,6,3,1,4,3,0.324180155108411,Democrat,Forgone,None,serious,1,Uncounted,Forgone-None,0,0
163,1,__NA__,2,7,5,6,1,6,7,7,0,1,1,1,3,1,1,7,,,1,2,2,2,4,2,1,1,0.689839730873993,Democrat,Uncounted,None,wrong,1,Uncounted,Uncounted-None,0,0
164,1,__NA__,1,7,7,7,2,7,7,7,0,0,10,2,1,1,1,,7,,1,4,4,3,2,1,1,1,0.232662708232457,Democrat,Forgone,Biden,wrong,1,Uncounted,Forgone-Biden,1,1
165,1,__NA__,1,6,6,6,2,5,6,7,0,5,7,1,1,1,1,7,,,1,4,4,2,1,1,1,1,0.501287420795112,Democrat,Uncounted,Biden,wrong,1,Uncounted,Uncounted-Biden,1,1
166,3,__NA__,3,6,5,6,1,1,1,1,1,1,2,1,2,1,1,3,,,1,4,4,1,2,1,1,1,0.270348919183589,Democrat,Uncounted,Trump,wrong,0.333333333333333,Uncounted,Uncounted-Trump,0,0
167,3,__NA__,5,4,7,4,1,7,7,7,10,15,0,1,3,2,2,6,,,2,4,2,4,4,2,3,1,5.0397180868561,Republican,Uncounted,None,serious,0.833333333333333,Fraudulent,Uncounted-None,0,0
168,3,__NA__,3,7,2,7,1,2,6,6,1,20,35,1,1,1,1,6,,,1,2,4,3,4,2,3,2,0.410941257252505,Democrat,Uncounted,Biden,wrong,0.833333333333333,Uncounted,Uncounted-Biden,1,1
169,3,__NA__,3,7,7,7,2,6,,7,1,1,0,3,3,1,1,,,5,1,3,4,3,2,1,1,1,0.201132875483928,Democrat,Fraudulent,None,wrong,0.666666666666667,Uncounted,Fraudulent-None,0,1
170,1,__NA__,1,6,5,5,1,2,,6,1,2,5,3,2,1,1,,,4,1,3,3,2,3,2,2,1,0.324180155108411,Democrat,Fraudulent,Trump,wrong,0.5,Uncounted,Fraudulent-Trump,0,1
171,2,__NA__,7,5,6,6,1,7,7,7,25,25,20,2,1,2,2,,7,,2,5,1,5,9,2,3,2,0.984369090502259,Republican,Forgone,Biden,serious,1,Fraudulent,Forgone-Biden,0,0
172,1,__NA__,1,7,6,7,1,3,7,7,0,3,4,3,3,2,2,,,6,1,4,4,2,2,2,1,1,0.290640404302514,Democrat,Fraudulent,None,serious,0.833333333333333,Uncounted,Fraudulent-None,0,1
173,2,__NA__,7,7,7,7,2,6,4,7,30,40,10,1,1,1,1,7,,,2,1,1,4,3,2,4,2,1.88156141983336,Republican,Uncounted,Biden,wrong,1,Fraudulent,Uncounted-Biden,0,0
174,1,__NA__,1,7,5,6,2,7,6,7,5,5,0,3,2,2,2,,,4,1,5,5,3,3,1,2,2,6.26145108722582,Democrat,Fraudulent,Trump,serious,0.5,Uncounted,Fraudulent-Trump,0,1
175,3,__NA__,5,6,7,6,1,7,7,7,80,10,10,3,3,1,1,,,7,2,3,1,5,4,2,4,2,0.785948331507305,Republican,Fraudulent,None,wrong,1,Fraudulent,Fraudulent-None,0,1
176,2,__NA__,7,5,5,1,2,5,,3,10,15,5,2,3,2,2,,2,,2,4,1,4,3,2,2,2,0.441048737658145,Republican,Forgone,None,serious,0.166666666666667,Fraudulent,Forgone-None,0,0
177,3,__NA__,3,6,7,6,1,5,5,5,0,0,0,2,1,1,1,,5,,1,4,4,2,2,2,1,1,0.389939676725322,Democrat,Forgone,Biden,wrong,0.666666666666667,Uncounted,Forgone-Biden,1,1
178,2,__NA__,6,5,6,5,2,7,7,7,30,30,0,1,3,1,1,7,,,2,4,1,4,4,1,3,2,0.430087874272595,Republican,Uncounted,None,wrong,1,Fraudulent,Uncounted-None,0,0
179,1,__NA__,1,7,7,7,2,7,7,7,0,3,3,2,2,1,1,,7,,1,2,4,1,2,2,1,1,0.501287420795112,Democrat,Forgone,Trump,wrong,1,Uncounted,Forgone-Trump,0,0
180,3,__NA__,3,7,3,6,1,2,5,5,0,0,20,1,1,2,2,1,,,1,4,4,1,9,2,,1,3.13625997869009,Democrat,Uncounted,Biden,serious,0,Uncounted,Uncounted-Biden,1,1
181,1,__NA__,1,7,1,6,2,6,6,7,0,1,1,1,2,2,2,6,,,,3,3,1,3,2,1,1,0.334074661587502,Democrat,Uncounted,Trump,serious,0.833333333333333,,Uncounted-Trump,0,0
182,1,__NA__,1,7,7,7,2,7,7,7,2,5,100,3,2,1,1,,,7,1,1,4,1,3,2,2,2,0.230348357637166,Democrat,Fraudulent,Trump,wrong,1,Uncounted,Fraudulent-Trump,0,1
183,1,__NA__,1,6,7,6,2,7,6,7,0,0,4,2,2,2,2,,7,,2,5,4,2,9,2,1,1,0.27308855126926,Democrat,Forgone,Trump,serious,1,Fraudulent,Forgone-Trump,0,0
184,3,__NA__,3,6,2,6,2,6,6,7,0,0,1,3,1,2,2,,,6,1,4,4,2,4,2,1,1,0.549052706749726,Democrat,Fraudulent,Biden,serious,0.833333333333333,Uncounted,Fraudulent-Biden,1,0
185,3,__NA__,5,3,7,1,2,7,5,5,100,75,25,2,2,1,1,,5,,2,4,1,5,5,1,4,2,0.440850918749223,Republican,Forgone,Trump,wrong,0.666666666666667,Fraudulent,Forgone-Trump,1,1
186,3,__NA__,5,5,7,5,1,7,7,2,20,25,2,2,2,1,1,,5,,2,4,1,4,2,1,3,2,0.364887394206903,Republican,Forgone,Trump,wrong,0.666666666666667,Fraudulent,Forgone-Trump,1,1
187,1,__NA__,1,7,7,7,2,7,7,7,1,1,5,2,3,1,1,,7,,2,4,4,2,5,1,2,2,0.605701642028286,Democrat,Forgone,None,wrong,1,Fraudulent,Forgone-None,0,0
188,1,__NA__,1,6,5,7,2,7,7,6,10,10,5,1,1,1,1,5,,,2,4,3,1,2,2,2,1,2.60566359108048,Democrat,Uncounted,Biden,wrong,0.666666666666667,Fraudulent,Uncounted-Biden,1,1
189,1,__NA__,1,7,7,7,1,7,7,6,1,0,10,2,2,1,1,,2,,1,1,4,2,9,2,2,1,0.551303446498414,Democrat,Forgone,Trump,wrong,0.166666666666667,Uncounted,Forgone-Trump,0,0
190,2,__NA__,7,6,6,6,2,6,6,6,50,40,60,2,2,1,1,,6,,2,4,2,4,4,2,2,2,3.35625892039375,Republican,Forgone,Trump,wrong,0.833333333333333,Fraudulent,Forgone-Trump,1,1
191,1,__NA__,1,7,7,7,2,3,7,7,5,5,10,1,3,2,2,7,,,1,2,4,2,1,2,1,1,1.09445584263678,Democrat,Uncounted,None,serious,1,Uncounted,Uncounted-None,0,0
192,4,Communist,3,7,2,7,1,7,7,7,2,4,2,2,1,2,2,,7,,2,1,3,6,3,1,2,2,0.768927312812351,Democrat,Forgone,Biden,serious,1,Fraudulent,Forgone-Biden,1,1
193,2,__NA__,7,5,7,5,1,7,7,7,2,10,0,2,3,1,1,,1,,2,4,1,5,3,2,4,2,0.933281562394425,Republican,Forgone,None,wrong,0,Fraudulent,Forgone-None,0,0
194,1,__NA__,2,4,4,4,2,5,5,5,0,1,2,3,1,1,1,,,5,1,4,4,1,2,2,1,1,0.561251524243086,Democrat,Fraudulent,Biden,wrong,0.666666666666667,Uncounted,Fraudulent-Biden,1,0
195,2,__NA__,7,5,7,5,2,1,2,,1,10,0,1,1,2,2,1,,,2,4,4,1,3,1,2,1,0.769539824942955,Republican,Uncounted,Biden,serious,0,Fraudulent,Uncounted-Biden,0,0
196,1,__NA__,1,7,7,7,1,7,7,7,0,2,1,2,3,1,1,,7,,1,2,4,1,2,1,1,1,0.324180155108411,Democrat,Forgone,None,wrong,1,Uncounted,Forgone-None,0,0
197,3,__NA__,3,5,6,6,1,5,5,5,0,1,0,1,2,1,1,5,,,1,1,4,2,1,2,2,2,0.266811530290165,Democrat,Uncounted,Trump,wrong,0.666666666666667,Uncounted,Uncounted-Trump,0,0
198,3,__NA__,3,7,3,7,1,5,7,7,0,0,0,2,3,1,1,,6,,1,4,4,1,9,1,1,1,1.47298091635703,Democrat,Forgone,None,wrong,0.833333333333333,Uncounted,Forgone-None,0,0
199,1,__NA__,1,7,6,7,2,7,7,7,0.01,0,5,3,2,2,2,,,6,1,4,4,2,3,2,1,1,0.334074661587502,Democrat,Fraudulent,Trump,serious,0.833333333333333,Uncounted,Fraudulent-Trump,0,1
200,1,__NA__,1,7,7,7,2,5,7,7,2,25,3,2,2,1,1,,6,,1,2,4,2,3,2,2,1,0.460209945879771,Democrat,Forgone,Trump,wrong,0.833333333333333,Uncounted,Forgone-Trump,0,0
201,3,__NA__,5,6,3,5,1,5,5,5,19,6,2,3,3,1,1,,,7,1,4,2,4,4,1,3,3,0.861140648177266,Republican,Fraudulent,None,wrong,1,Uncounted,Fraudulent-None,0,1
202,2,__NA__,7,3,7,1,1,5,3,2,1,1,1,2,1,2,2,,1,,2,3,3,2,2,2,2,2,0.4514191127672,Republican,Forgone,Biden,serious,0,Fraudulent,Forgone-Biden,0,0
203,1,__NA__,1,7,5,7,1,6,7,7,0,0,5,3,2,1,1,,,7,1,4,4,1,1,1,1,1,1.1435400405621,Democrat,Fraudulent,Trump,wrong,1,Uncounted,Fraudulent-Trump,0,1
204,2,__NA__,7,7,7,5,2,7,7,7,25,25,0,3,2,2,2,,,7,2,4,1,5,9,2,4,2,0.936176006651375,Republican,Fraudulent,Trump,serious,1,Fraudulent,Fraudulent-Trump,1,0
205,3,__NA__,5,7,7,7,2,7,7,7,55,0,10,3,2,1,1,,,7,1,4,2,5,4,2,2,2,0.590200793817115,Republican,Fraudulent,Trump,wrong,1,Uncounted,Fraudulent-Trump,1,0
206,1,__NA__,1,3,7,3,2,5,6,6,0,0,0,2,3,1,1,,5,,2,4,4,2,2,2,1,1,0.956619709541527,Democrat,Forgone,None,wrong,0.666666666666667,Fraudulent,Forgone-None,0,0
207,5,__NA__,5,7,7,5,2,7,7,7,10,10,5,2,1,2,2,,7,,1,5,5,6,2,2,9,9,0.768927312812351,Republican,Forgone,Biden,serious,1,Uncounted,Forgone-Biden,0,0
208,1,__NA__,1,6,6,7,1,6,6,7,15,25,50,2,3,1,1,,7,,1,5,5,2,2,1,1,1,1.71533518791219,Democrat,Forgone,None,wrong,1,Uncounted,Forgone-None,0,0
209,1,__NA__,2,2,3,3,2,2,7,6,0,0,0,1,3,2,2,5,,,1,4,4,2,2,1,1,1,6.43622365857457,Democrat,Uncounted,None,serious,0.666666666666667,Uncounted,Uncounted-None,0,0
210,3,__NA__,3,7,7,7,1,7,1,7,,0,5,1,1,1,1,7,,,1,4,4,2,2,2,1,1,0.419934011003634,Democrat,Uncounted,Biden,wrong,1,Uncounted,Uncounted-Biden,1,1
211,2,__NA__,6,7,7,7,1,7,7,7,0,0,15,2,3,2,2,,7,,2,3,1,3,3,1,3,2,0.394907763919377,Republican,Forgone,None,serious,1,Fraudulent,Forgone-None,0,0
212,4,Unaffiliated,5,6,7,6,2,5,6,6,4,4,1,2,3,1,1,,6,,2,4,1,4,4,2,4,1,0.892259568866706,Republican,Forgone,None,wrong,0.833333333333333,Fraudulent,Forgone-None,0,0
213,1,__NA__,1,6,5,6,2,5,5,7,0,0,0,3,1,2,2,,,5,1,4,4,2,9,1,1,1,0.235199999285511,Democrat,Fraudulent,Biden,serious,0.666666666666667,Uncounted,Fraudulent-Biden,1,0
214,1,__NA__,1,7,7,7,2,6,7,7,2,3,8,3,3,1,1,,,5,1,3,3,1,2,1,1,1,0.457017572635188,Democrat,Fraudulent,None,wrong,0.666666666666667,Uncounted,Fraudulent-None,0,1
215,2,__NA__,6,7,7,1,1,7,7,7,0,0,0,3,3,1,1,,,7,1,4,4,2,2,1,2,1,0.731334790940184,Republican,Fraudulent,None,wrong,1,Uncounted,Fraudulent-None,0,1
216,2,__NA__,7,7,7,7,2,5,5,7,11,7,2,3,1,1,1,,,7,1,4,4,2,3,2,2,1,0.984369090502259,Republican,Fraudulent,Biden,wrong,1,Uncounted,Fraudulent-Biden,0,1
217,2,__NA__,6,6,7,6,2,3,3,3,25,3,0,1,3,1,1,5,,,2,5,5,3,4,1,2,2,0.356722087392513,Republican,Uncounted,None,wrong,0.666666666666667,Fraudulent,Uncounted-None,0,0
218,1,__NA__,2,7,6,7,2,4,6,6,0,1,5,3,3,1,1,,,4,1,3,4,1,2,1,1,1,0.670452773029434,Democrat,Fraudulent,None,wrong,0.5,Uncounted,Fraudulent-None,0,1
219,3,__NA__,5,7,7,7,1,7,7,7,,,,2,3,2,2,,3,,1,3,1,4,9,1,4,9,0.240277893784368,Republican,Forgone,None,serious,0.333333333333333,Uncounted,Forgone-None,0,0
220,3,__NA__,5,7,6,5,2,6,7,7,1,99,15,1,1,1,1,7,,,2,4,4,1,1,1,1,1,1.05741108479318,Republican,Uncounted,Biden,wrong,1,Fraudulent,Uncounted-Biden,0,0
221,2,__NA__,7,7,5,7,1,7,6,6,10,20,10,2,1,2,2,,1,,2,4,4,3,2,2,2,1,6.43622365857457,Republican,Forgone,Biden,serious,0,Fraudulent,Forgone-Biden,0,0
222,2,__NA__,6,7,7,7,2,5,,5,25,25,10,1,2,2,2,7,,,2,4,1,4,4,2,3,2,0.339865636907248,Republican,Uncounted,Trump,serious,1,Fraudulent,Uncounted-Trump,1,1
223,2,__NA__,7,6,6,2,1,7,5,5,50,25,0,1,2,2,2,7,,,2,4,1,5,4,2,4,2,0.760674718508145,Republican,Uncounted,Trump,serious,1,Fraudulent,Uncounted-Trump,1,1
224,3,__NA__,5,7,7,7,2,7,7,7,10,10,5,1,1,2,2,7,,,1,5,5,4,2,2,2,1,0.25562262557477,Republican,Uncounted,Biden,serious,1,Uncounted,Uncounted-Biden,0,0
225,2,__NA__,7,4,7,4,2,6,4,4,10,1,0,2,3,1,1,,4,,2,3,2,3,2,1,3,2,0.348835726199184,Republican,Forgone,None,wrong,0.5,Fraudulent,Forgone-None,0,0
226,2,__NA__,7,3,7,2,1,7,7,7,2,10,0,2,1,1,1,,1,,2,4,1,5,4,1,4,4,0.377305615580752,Republican,Forgone,Biden,wrong,0,Fraudulent,Forgone-Biden,0,0
227,2,__NA__,7,7,7,7,2,7,7,7,0,0,0,1,3,1,1,7,,,2,4,4,2,4,2,1,1,2.26644206695436,Republican,Uncounted,None,wrong,1,Fraudulent,Uncounted-None,0,0
228,1,__NA__,1,7,7,6,2,5,7,7,20,90,100,1,1,2,2,7,,,2,1,4,2,2,1,1,1,0.396609752374464,Democrat,Uncounted,Biden,serious,1,Fraudulent,Uncounted-Biden,1,1
229,2,__NA__,7,6,7,6,2,7,7,7,20,5,0,2,1,2,2,,6,,1,4,1,5,3,2,4,4,0.4514191127672,Republican,Forgone,Biden,serious,0.833333333333333,Uncounted,Forgone-Biden,0,0
230,2,__NA__,6,6,6,1,2,5,2,5,0,3,5,3,3,2,2,,,5,2,4,4,2,4,1,1,1,0.0427401399259487,Republican,Fraudulent,None,serious,0.666666666666667,Fraudulent,Fraudulent-None,0,1
231,1,__NA__,2,7,5,6,2,3,3,5,0,0,3,1,2,1,1,4,,,1,4,4,2,1,2,1,1,0.367359116408623,Democrat,Uncounted,Trump,wrong,0.5,Uncounted,Uncounted-Trump,0,0
232,2,__NA__,6,7,6,6,1,7,7,7,60,60,40,1,2,2,2,7,,,2,4,1,3,4,2,3,2,0.965210597849198,Republican,Uncounted,Trump,serious,1,Fraudulent,Uncounted-Trump,1,1
233,3,__NA__,5,5,7,5,2,7,5,7,2,1,0,1,1,2,2,6,,,2,4,3,3,2,1,1,1,0.356504897667721,Republican,Uncounted,Biden,serious,0.833333333333333,Fraudulent,Uncounted-Biden,0,0
234,1,__NA__,1,5,6,5,1,7,6,6,10,25,25,3,1,2,2,,,6,1,2,3,4,4,2,1,3,0.433132445320406,Democrat,Fraudulent,Biden,serious,0.833333333333333,Uncounted,Fraudulent-Biden,1,0
235,1,__NA__,1,7,7,7,1,7,7,7,0,0,0,1,1,1,1,7,,,1,5,1,6,9,2,1,1,0.465482313147587,Democrat,Uncounted,Biden,wrong,1,Uncounted,Uncounted-Biden,1,1
236,2,__NA__,7,6,7,5,1,7,5,5,1,1,0,3,2,1,1,,,6,2,3,3,3,3,1,1,1,0.449662004707005,Republican,Fraudulent,Trump,wrong,0.833333333333333,Fraudulent,Fraudulent-Trump,1,0
237,3,__NA__,3,5,4,6,1,5,7,7,10,5,30,3,1,1,1,,,5,1,4,4,3,4,1,2,1,4.98585005197726,Democrat,Fraudulent,Biden,wrong,0.666666666666667,Uncounted,Fraudulent-Biden,1,0
238,1,__NA__,1,7,7,7,1,3,7,7,1,0,1,3,3,1,1,,,6,1,3,3,1,2,2,1,1,0.715986828438883,Democrat,Fraudulent,None,wrong,0.833333333333333,Uncounted,Fraudulent-None,0,1
239,3,__NA__,5,6,6,6,1,7,7,6,5,2,0,3,1,2,2,,,6,2,3,4,4,4,1,4,2,0.892259568866706,Republican,Fraudulent,Biden,serious,0.833333333333333,Fraudulent,Fraudulent-Biden,0,1
240,2,__NA__,7,5,5,3,1,5,4,4,2,4,0,1,2,2,2,4,,,2,5,2,6,4,2,2,2,0.300155716008445,Republican,Uncounted,Trump,serious,0.5,Fraudulent,Uncounted-Trump,1,1
241,2,__NA__,7,5,7,1,1,7,7,7,1,1,0,3,2,2,2,,,7,2,4,1,6,2,2,9,2,0.739756689526129,Republican,Fraudulent,Trump,serious,1,Fraudulent,Fraudulent-Trump,1,0
242,2,__NA__,7,7,7,7,1,7,7,7,25,50,25,3,2,1,1,,,7,1,4,1,5,4,1,4,4,1.93407888044777,Republican,Fraudulent,Trump,wrong,1,Uncounted,Fraudulent-Trump,1,0
243,2,__NA__,7,7,5,6,2,7,7,7,10,10,0,1,3,2,2,7,,,2,4,1,3,4,1,2,2,0.377041331719037,Republican,Uncounted,None,serious,1,Fraudulent,Uncounted-None,0,0
244,1,__NA__,1,7,7,7,2,7,7,7,30,30,10,3,2,2,2,,,7,1,1,1,5,5,1,4,4,1.79571945517818,Democrat,Fraudulent,Trump,serious,1,Uncounted,Fraudulent-Trump,0,1
245,2,__NA__,7,6,7,7,2,5,5,5,15,,,3,2,2,2,,,6,,5,5,6,9,1,2,1,0.390555264483173,Republican,Fraudulent,Trump,serious,0.833333333333333,,Fraudulent-Trump,1,0
246,2,__NA__,7,,7,7,1,7,7,7,75,50,50,3,3,2,2,,,7,1,3,1,3,5,2,1,1,0.608456064194128,Republican,Fraudulent,None,serious,1,Uncounted,Fraudulent-None,0,1
